Source Title	Print-ISSN
Journal of the Korean Medical Association	234028
Journal of the Korean Society of Coloproctology	12298670
Journal of the Korean Society of Food Science and Nutrition	12263311
Journal of the Korean Surgical Society	12260053
Journal of the Kuwait Medical Association	235776
Journal of the Liaquat University of Medical and Health Sciences	17290341
Journal of the Louisiana Dental Association	246786
Journal of the Market Research Society	253618
Journal of the Maryland State Dental Association	254355
Journal of the Massachusetts Dental Society	254800
Journal of the Medical Association of Georgia	257028
Journal of the Medical Association of Thailand = Chotmaihet thangphaet	1252208
Journal of the Medical Association of the State of Alabama	257044
Journal of the Medical Library Association : JMLA	15365050
Journal of the Medical Society of New Jersey	257524
Journal of the Medical Society of Toho University	408670
Journal of the Mississippi State Medical Association	266396
Journal of the Missouri Dental Association	266523
Journal of the Missouri Dental Association	2733463
"Journal of the Mount Sinai Hospital, New York"	999695
Journal of the National Association of Chiropodists	3601684
Journal of the National Cancer Institute	278874
Journal of the National Cancer Institute. Monographs	10526773
Journal of the National Comprehensive Cancer Network : JNCCN	15401405
Journal of the National Defence Medical College	3851796
Journal of the National Medical Association	279684
Journal of the Nepal Medical Association	282715
Journal of the Neurological Sciences	0022510X
Journal of the New Jersey Dental Association	937347
Journal of the New York State Nurses Association	287644
Journal of the New York State School Nurse-Teachers Association	1913751
Journal of the New Zealand Society of Periodontology	1111485
Journal of the Nigeria Medical Association	3001652
"Journal of the Optical Society of America. A, Optics and image science"	7403232
Journal of the Osaka City Medical Center	3864103
Journal of the Osaka City Medical Center	4721446
Journal of the Otolaryngological Society of Australia	306614
Journal of the Otolaryngological Society of the Republic of China	10196102
Journal of the Pancreas	15908577
Journal of the Parenteral Drug Association	1611933
Journal of the Peripheral Nervous System	10859489
Journal of the Physicians Association for AIDS Care	10742395
Journal of the Royal Army Medical Corps	358665
Journal of the Royal Asiatic Society of Great Britain & Ireland	0035869X 
Journal of the Royal Australian Historical Society	358762
Journal of the Royal College of General Practitioners	358797
Journal of the Royal College of Physicians of London	358819
Journal of the Royal College of Surgeons of Edinburgh	358835
Journal of the Royal Naval Medical Service	359033
Journal of The Royal Society for the Promotion of Health	14664240
Journal of the Royal Society of Health	2640325
Journal of the Royal Society of Medicine	1410768
"Journal of the Royal Society of Medicine, Supplement"	2675331
Journal of the Saudi Heart Association	13199218
Journal of the Saudi Society of Dermatology and Dermatologic Surgery	2210836X 
Journal of the Science of Food and Agriculture	225142
Journal of the Seattle District Dental Society	370452
Journal of the Singapore Paediatric Society	375683
Journal of the Society for Gynecologic Investigation	10715576
Journal of the Society for Health Systems	10431721
Journal of the Society for Integrative Oncology	1715894X
Journal of the Society for Radiological Protection	2602814
Journal of the Society of Occupational Medicine	3010023
Journal of the Society of Pediatric Nurses : JSPN	1088145X
Journal of the South African Logopedic Society	812471
Journal of the South African Speech and Hearing Association	3009874
Journal of the South African Veterinary Association	10199128
Journal of the Southern Orthopaedic Association	10591052
Journal of the Tennessee Medical Association	403318
Journal of the Turkish German Gynecology Association	13090399
Journal of the Turkish German Gynecology Association Artemis	13039695
Journal of the University of Malaya Medical Centre	18237339
Journal of the Wakayama Medical Society	430013
Journal of the Western Pacific Orthopaedic Association	434019
Journal of Theoretical Biology	225193
Journal of Thoracic and Cardiovascular Surgery	225223
Journal of Thoracic Imaging	8835993
Journal of Thoracic Oncology	15560864
Journal of Thrombosis and Haemostasis	15387933
Journal of Thrombosis and Thrombolysis	9295305
Journal of Tissue Culture Methods	2718057
Journal of tissue engineering and regenerative medicine	19326254
Journal of tissue viability	0965206X
Journal of Tokyo Medical University	408905
Journal of Tokyo Women's Medical College	409022
Journal of Toxicologic Pathology	9149198
Journal of Toxicology - Cutaneous and Ocular Toxicology	7313829
Journal of Trace Elements and Electrolytes in Health and Disease	9312838
Journal of Traditional Chinese Medicine	2552922
"Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan / sponsored by All-China Association of Traditional Chinese Medicine, Academy of Traditional Chinese Medicine"	2546272
Journal of Traffic Medicine	3455564
Journal of Transcultural Nursing	10436596
Journal of Translational Medicine	14795876
Journal of Transplant Coordination	9059199
Journal of Transportation Medicine	225274
Journal of Trauma	225282
Journal of Trauma and Dissociation	15299732
Journal of trauma nursing : the official journal of the Society of Trauma Nurses	10787496
Journal of Trauma Practice	15362922
Journal of Traumatic Stress	8949867
Journal of Travel Medicine	11951982
Journal of Tropical Medicine	16879686
Journal of Tropical Pediatrics	1426338
Journal of Tropical Pediatrics and Environmental Child Health	3009920
Journal of Ultrasound	19713495
Journal of Ultrasound in Medicine	2784297
Journal of Ultrastructure Research	225320
Journal of Ultrastructure Research and Molecular Structure Research	8891605
Journal of UOEH	0387821X
Journal of Urban Health	10993460
Journal of Urology	225347
Journal of Vascular Access	11297298
Journal of Vascular Access Devices	10830081
Journal of Vascular and Interventional Radiology	10510443
Journal of Vascular Investigation	13538012
Journal of Vascular Nursing	10620303
Journal of Vascular Research	10181172
Journal of Vascular Surgery	7415214
Journal of Vascular Technology	10444122
Journal of Vector Borne Diseases	9729062
Journal of Venomous Animals and Toxins Including Tropical Diseases	16789199
Journal of Verbal Learning and Verbal Behavior	225371
Journal of Vestibular Research: Equilibrium and Orientation	9574271
Journal of Veterinary Behavior: Clinical Applications and Research	15587878
Journal of Veterinary Cardiology	17602734
Journal of Veterinary Clinics	1598298X 
Journal of Veterinary Dentistry	8987564
Journal of Veterinary Diagnostic Investigation	10406387
Journal of Veterinary Emergency and Critical Care	14793261
Journal of Veterinary Internal Medicine	8916640
Journal of Veterinary Medical Education	0748321X
Journal of Veterinary Medical Science	9167250
Journal of Veterinary Medicine Series A: Physiology Pathology Clinical Medicine	0931184X
Journal of Veterinary Medicine Series B: Infectious Diseases and Veterinary Public Health	9311793
Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia	3402096
Journal of Veterinary Parasitology	9711031
Journal of Veterinary Pharmacology and Therapeutics	1407783
Journal of Veterinary Science	1229845X
Journal of Viral Hepatitis	13520504
Journal of visceral surgery	18787886
Journal of Vision	15347362
Journal of visual communication in medicine	17453054
Journal of Visual Impairment and Blindness	0145482X
Journal of Visualized Experiments	1940087X 
Journal of Vocational Rehabilitation	10522263
Journal of Voice	8921997
Journal of Water and Health	14778920
Journal of West China University of Medical Sciences	2577712
Journal of Whiplash and Related Disorders	15332888
Journal of Wilderness Medicine	9539859
Journal of Wildlife Rehabilitation	10712232
Journal of Women and Aging	8952841
Journal of Women's Health	15409996
Journal of Women's Health	10597115
Journal of Women's Health and Gender-Based Medicine	15246094
Journal of Women's Imaging	1084824X
Journal of Workplace Behavioral Health	15555240
Journal of wound care	9690700
"Journal of Wound, Ostomy and Continence Nursing"	10715754
"Journal of Xi'an Medical University, Chinese Edition"	2580659
"Journal of Xi'an Medical University, English Edition"	1000923X
Journal of X-Ray Science and Technology	8953996
Journal of Zanjan University of Medical Sciences and Health Services	16069366
Journal of Zhejiang University. Science. B.	16731581
Journal of Zoo and Wildlife Medicine	10427260
Journal of Zoology	225460
Journal on Information Technology in Healthcare	1479649X
Journal Phlebology and Lymphology	19838905
"Journal, Indian Academy of Clinical Medicine"	9723560
Journal. Bowman Gray School of Medicine	996653
Journal. Colorado State Dental Association	
Journal. Iowa State Medical Society	966983
Journal. Medical Association of Eire	3682986
Journal. Michigan State Dental Society	
Journal. Missouri State Dental Association	10411178
Journal. National Malaria Society	967017
Journal. Royal Microscopical Society (Great Britain)	3683974
Journal. Royal Sanitary Institute (Great Britain)	3707334
Journalen sykepleien	8029776
Journals of Gerontology - Series A Biological Sciences and Medical Sciences	10795006
Journals of Gerontology - Series B Psychological Sciences and Social Sciences	10795014
Journees annuelles de diabetologie de l'Hotel-Dieu	754439
JPMA. The Journal of the Pakistan Medical Association	309982
JPO: the journal of practical orthodontics	87554852
JRAAS - Journal of the Renin-Angiotensin-Aldosterone System	14703203
JSLS : Journal of the Society of Laparoendoscopic Surgeons / Society of Laparoendoscopic Surgeons	10868089
Jugoslavenska Ginekologija i Opstetricija	0017002X
Jugoslavenska Ginekologija i Perinatologija	3525562
Jundishapur Journal of Microbiology	20083645
Jura Medica	3948218
Juridical Review	226785
Jurimetrics	8971277
Jurnalul Roman de Anestezie Terapie Intensiva	1582652X
Justice Quarterly	7418825
Justus Liebigs Annalen der Chemie	754617
Kafkas Universitesi Veteriner Fakultesi Dergisi	13006045
"Kagakushi kenkyu. [Journal of the history of science, Japan"	227692
Kaibogaku zasshi. Journal of anatomy	227722
Kaku igaku. The Japanese journal of nuclear medicine	227854
Kampf dem Larm	228249
Kango kenkyu. The Japanese journal of nursing research	228370
Kanho Hakhoe chi [The Journal of Nurses Academic Society]	0378004X
Kansas medicine : the journal of the Kansas Medical Society	87550059
Kansenshogaku zasshi. The Journal of the Japanese Association for Infectious Diseases	3875911
Kanser	3779750
Kaohsiung Journal of Medical Sciences	1607551X
Kardiologia	12100048
Kardiologia Polska	229032
Kardiologicka Revue	12124540
Kardiologiya	229040
Kardiotechnik	9412670
Kasmera	755222
Kathmandu University medical journal (KUMJ)	18122027
Katilolehti	229415
Kawasaki Medical Journal	3850234
Keio Journal of Medicine	229717
